borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_datetime,hour,day_of_week,month,location_string,all_factors,vehicle_types
,,40.663776,-73.889915,"(40.663776, -73.889915)",RIVERDALE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407723,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-14 08:40:00,8,Wednesday,4,RIVERDALE AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.843903,-73.927284,"(40.843903, -73.927284)",MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4408198,Sedan,Sedan,,,,2021-04-16 23:25:00,23,Friday,4,MAJOR DEEGAN EXPRESSWAY,"['Unsafe Lane Changing', 'Unspecified']","['Sedan', 'Sedan']"
,,40.836296,-73.87369,"(40.836296, -73.87369)",CROSS BRONX EXPY,,2,0,0,0,0,0,2,0,Unspecified,,,,,4407501,Sedan,,,,,2021-04-14 20:25:00,20,Wednesday,4,CROSS BRONX EXPY,['Unspecified'],['Sedan']
BROOKLYN,11203,40.655285,-73.93658,"(40.655285, -73.93658)",,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,4408119,Taxi,,,,,2021-04-15 21:04:00,21,Thursday,4,743       TROY AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']",['Taxi']
BROOKLYN,11249,40.70166,-73.961464,"(40.70166, -73.961464)",WILLIAMSBURG STREET WEST,WYTHE AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,4408359,Sedan,Dump,,,,2021-04-09 12:00:00,12,Friday,4,WILLIAMSBURG STREET WEST_WYTHE AVENUE,"['Driver Inattention/Distraction', 'Oversized Vehicle']","['Sedan', 'Dump']"
BROOKLYN,11220,40.64606,-74.01648,"(40.64606, -74.01648)",3 AVENUE,53 STREET,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,,,,4407816,Pick-up Truck,Pick-up Truck,,,,2021-04-16 10:05:00,10,Friday,4,3 AVENUE_53 STREET,"['Brakes Defective', 'Unspecified']","['Pick-up Truck', 'Pick-up Truck']"
,,,,,G.C.P. / JEWEL (CDR),,0,0,0,0,0,0,0,0,Fell Asleep,,,,,4407168,Station Wagon/Sport Utility Vehicle,,,,,2021-04-14 07:00:00,7,Wednesday,4,G.C.P. / JEWEL (CDR),['Fell Asleep'],['Station Wagon/Sport Utility Vehicle']
QUEENS,11423,40.72119,-73.761185,"(40.72119, -73.761185)",FOOTHILL AVENUE,204 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407543,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-04-15 08:23:00,8,Thursday,4,FOOTHILL AVENUE_204 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11385,40.708363,-73.87203,"(40.708363, -73.87203)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407801,Station Wagon/Sport Utility Vehicle,Box Truck,,,,2021-04-15 12:00:00,12,Thursday,4,79-40     COOPER AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Box Truck']"
,,40.674004,-73.81881,"(40.674004, -73.81881)",120 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,,4407346,SCHOOL BUS,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,2021-04-14 14:10:00,14,Wednesday,4,120 STREET,"['Traffic Control Disregarded', 'Unspecified']","['SCHOOL BUS', 'Sedan', 'Sedan', 'Station Wagon/Sport Utility Vehicle']"
,,40.729176,-73.87898,"(40.729176, -73.87898)",LONG ISLAND EXPRESSWAY,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407769,Sedan,Sedan,,,,2021-04-14 23:10:00,23,Wednesday,4,LONG ISLAND EXPRESSWAY,['Unspecified'],"['Sedan', 'Sedan']"
QUEENS,11368,40.745766,-73.86421,"(40.745766, -73.86421)",45 AVENUE,NATIONAL STREET,0,0,0,0,0,0,0,0,Obstruction/Debris,Driver Inexperience,,,,4455856,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-09-11 10:59:00,10,Saturday,9,45 AVENUE_NATIONAL STREET,"['Obstruction/Debris', 'Driver Inexperience']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BRONX,10475,40.86832,-73.83317,"(40.86832, -73.83317)",BARTOW AVENUE,EDSON AVENUE,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4408093,Sedan,Tractor Truck Diesel,,,,2021-04-15 12:30:00,12,Thursday,4,BARTOW AVENUE_EDSON AVENUE,"['Oversized Vehicle', 'Unspecified']","['Sedan', 'Tractor Truck Diesel']"
QUEENS,11691,40.598515,-73.766464,"(40.598515, -73.766464)",,,0,0,0,0,0,0,0,0,Animals Action,,,,,4407475,Motorcycle,,,,,2021-04-14 18:45:00,18,Wednesday,4,32-11     BEACH CHANNEL DRIVE,['Animals Action'],['Motorcycle']
BROOKLYN,11205,40.695004,-73.9525,"(40.695004, -73.9525)",NOSTRAND AVENUE,MYRTLE AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,4408113,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-03-20 15:58:00,15,Saturday,3,NOSTRAND AVENUE_MYRTLE AVENUE,['Passing Too Closely'],"['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.72773,-73.90674,"(40.72773, -73.90674)",MAURICE AVENUE,BORDEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407833,Sedan,Sedan,,,,2021-04-14 11:50:00,11,Wednesday,4,MAURICE AVENUE_BORDEN AVENUE,['Unspecified'],"['Sedan', 'Sedan']"
QUEENS,11385,40.704563,-73.91066,"(40.704563, -73.91066)",MENAHAN STREET,SENECA AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4407923,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2021-04-16 08:41:00,8,Friday,4,MENAHAN STREET_SENECA AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan', 'Sedan']"
,,40.66807,-73.80789,"(40.66807, -73.80789)",131 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4407424,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 13:30:00,13,Wednesday,4,131 STREET,"['Failure to Yield Right-of-Way', 'Driver Inattention/Distraction']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11207,40.66944,-73.883995,"(40.66944, -73.883995)",BLAKE AVENUE,ASHFORD STREET,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4407741,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-14 00:00:00,0,Wednesday,4,BLAKE AVENUE_ASHFORD STREET,"['Traffic Control Disregarded', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.684082,-73.90864,"(40.684082, -73.90864)",CHAUNCEY STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407891,Station Wagon/Sport Utility Vehicle,,,,,2021-04-09 10:15:00,10,Friday,4,CHAUNCEY STREET,"['Passing Too Closely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11201,40.69349,-73.97917,"(40.69349, -73.97917)",MYRTLE AVENUE,ASHLAND PLACE,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4407647,Station Wagon/Sport Utility Vehicle,Bike,,,,2021-04-14 15:05:00,15,Wednesday,4,MYRTLE AVENUE_ASHLAND PLACE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Bike']"
QUEENS,11354,40.765266,-73.81517,"(40.765266, -73.81517)",NORTHERN BOULEVARD,150 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407909,Station Wagon/Sport Utility Vehicle,,,,,2021-04-16 00:00:00,0,Friday,4,NORTHERN BOULEVARD_150 STREET,"['Passing Too Closely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
,,40.74613,-73.83605,"(40.74613, -73.83605)",VAN WYCK EXPWY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407439,Station Wagon/Sport Utility Vehicle,,,,,2021-04-14 18:00:00,18,Wednesday,4,VAN WYCK EXPWY,"['Driver Inattention/Distraction', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10016,40.74708,-73.98135,"(40.74708, -73.98135)",PARK AVENUE,EAST 34 STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4407604,Sedan,Concrete Mixer,,,,2021-04-15 12:17:00,12,Thursday,4,PARK AVENUE_EAST 34 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Concrete Mixer']"
BRONX,10467,40.87482,-73.877,"(40.87482, -73.877)",EAST 206 STREET,PERRY AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407752,Sedan,,,,,2021-04-15 10:37:00,10,Thursday,4,EAST 206 STREET_PERRY AVENUE,['Driver Inattention/Distraction'],['Sedan']
QUEENS,11385,40.70399,-73.85589,"(40.70399, -73.85589)",WOODHAVEN BOULEVARD,82 AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4407380,Station Wagon/Sport Utility Vehicle,Multi-Wheeled Vehicle,,,,2021-04-14 19:15:00,19,Wednesday,4,WOODHAVEN BOULEVARD_82 AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Multi-Wheeled Vehicle']"
BROOKLYN,11226,40.649788,-73.9622,"(40.649788, -73.9622)",CHURCH AVENUE,SAINT PAULS PLACE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408037,Sedan,Bike,,,,2021-04-16 21:30:00,21,Friday,4,CHURCH AVENUE_SAINT PAULS PLACE,['Unspecified'],"['Sedan', 'Bike']"
QUEENS,11435,40.69507,-73.80114,"(40.69507, -73.80114)",,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4408416,Station Wagon/Sport Utility Vehicle,,,,,2021-04-11 11:50:00,11,Sunday,4,106-44    150 STREET,"['Passing or Lane Usage Improper', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10024,40.788673,-73.97136,"(40.788673, -73.97136)",,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4407549,Sedan,Box Truck,,,,2021-04-15 09:57:00,9,Thursday,4,109       WEST 89 STREET,"['Passing Too Closely', 'Unspecified']","['Sedan', 'Box Truck']"
,,40.847897,-73.92499,"(40.847897, -73.92499)",MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408002,Sedan,Sedan,,,,2021-04-15 13:07:00,13,Thursday,4,MAJOR DEEGAN EXPRESSWAY,['Unspecified'],"['Sedan', 'Sedan']"
BROOKLYN,11221,40.68896,-73.93326,"(40.68896, -73.93326)",STUYVESANT AVENUE,QUINCY STREET,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4408227,Taxi,Sedan,,,,2021-04-14 11:30:00,11,Wednesday,4,STUYVESANT AVENUE_QUINCY STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Taxi', 'Sedan']"
,,40.695377,-73.94921,"(40.695377, -73.94921)",MYRTLE AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4408262,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-13 07:25:00,7,Tuesday,4,MYRTLE AVENUE,"['Passing or Lane Usage Improper', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BRONX,10467,40.880657,-73.877625,"(40.880657, -73.877625)",EAST GUN HILL ROAD,WAYNE AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407897,Station Wagon/Sport Utility Vehicle,,,,,2021-04-16 18:03:00,18,Friday,4,EAST GUN HILL ROAD_WAYNE AVENUE,"['Passing or Lane Usage Improper', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
,,40.828114,-73.93107,"(40.828114, -73.93107)",MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,4408187,Sedan,Tractor Truck Gasoline,,,,2021-04-16 21:00:00,21,Friday,4,MAJOR DEEGAN EXPRESSWAY,"['Unsafe Lane Changing', 'Following Too Closely']","['Sedan', 'Tractor Truck Gasoline']"
,,40.781265,-73.97599,"(40.781265, -73.97599)",COLUMBUS AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407975,Sedan,,,,,2021-04-16 10:40:00,10,Friday,4,COLUMBUS AVENUE,['Driver Inattention/Distraction'],['Sedan']
MANHATTAN,10033,40.848736,-73.93234,"(40.848736, -73.93234)",WEST 181 STREET,AUDUBON AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4408164,Sedan,Sedan,,,,2021-04-16 20:07:00,20,Friday,4,WEST 181 STREET_AUDUBON AVENUE,"['Failure to Yield Right-of-Way', 'Unspecified']","['Sedan', 'Sedan']"
,,,,,BRONX WHITESTONE BRIDGE,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4407910,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-16 12:42:00,12,Friday,4,BRONX WHITESTONE BRIDGE,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BROOKLYN,11212,40.65989,-73.90536,"(40.65989, -73.90536)",NEWPORT STREET,WATKINS STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4408085,Sedan,,,,,2021-04-15 22:22:00,22,Thursday,4,NEWPORT STREET_WATKINS STREET,['Unspecified'],['Sedan']
,,40.748436,-73.984566,"(40.748436, -73.984566)",5 AVENUE,,1,0,0,0,1,0,0,0,Unsafe Lane Changing,Unspecified,,,,4408250,Sedan,E-Bike,,,,2021-04-16 18:40:00,18,Friday,4,5 AVENUE,"['Unsafe Lane Changing', 'Unspecified']","['Sedan', 'E-Bike']"
BROOKLYN,11229,40.61033,-73.95932,"(40.61033, -73.95932)",,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4408028,Sedan,Sedan,Box Truck,,,2021-04-15 12:38:00,12,Thursday,4,1411      AVENUE P,"['Unsafe Lane Changing', 'Unspecified']","['Sedan', 'Sedan', 'Box Truck']"
QUEENS,11101,40.752556,-73.92972,"(40.752556, -73.92972)",38 AVENUE,34 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4407580,Sedan,Sedan,Sedan,,,2021-04-14 12:20:00,12,Wednesday,4,38 AVENUE_34 STREET,['Unspecified'],"['Sedan', 'Sedan', 'Sedan']"
,,40.829697,-73.91313,"(40.829697, -73.91313)",TELLER AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4408302,Sedan,,,,,2021-04-14 20:50:00,20,Wednesday,4,TELLER AVENUE,['Failure to Yield Right-of-Way'],['Sedan']
MANHATTAN,10002,40.718826,-73.98424,"(40.718826, -73.98424)",ATTORNEY STREET,RIVINGTON STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4407400,Sedan,,,,,2021-04-14 02:30:00,2,Wednesday,4,ATTORNEY STREET_RIVINGTON STREET,"['Turning Improperly', 'Unspecified']",['Sedan']
BROOKLYN,11203,40.65241,-73.9264,"(40.65241, -73.9264)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408128,Station Wagon/Sport Utility Vehicle,,,,,2021-04-16 12:38:00,12,Friday,4,5403      CHURCH AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
,,,,,BEADLE STREET,VANDERVOORT AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4407806,Pick-up Truck,Box Truck,,,,2021-04-15 13:31:00,13,Thursday,4,BEADLE STREET_VANDERVOORT AVENUE,"['Passing or Lane Usage Improper', 'Unspecified']","['Pick-up Truck', 'Box Truck']"
,,40.852673,-73.919106,"(40.852673, -73.919106)",UNDERCLIFF AVENUE,SEDGWICK AVENUE,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4408194,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-15 15:20:00,15,Thursday,4,UNDERCLIFF AVENUE_SEDGWICK AVENUE,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.851555,-73.952446,"(40.851555, -73.952446)",CROSS BRONX EXPY,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4408289,Box Truck,Station Wagon/Sport Utility Vehicle,,,,2021-04-16 15:00:00,15,Friday,4,CROSS BRONX EXPY,"['Passing Too Closely', 'Unspecified']","['Box Truck', 'Station Wagon/Sport Utility Vehicle']"
,,40.707928,-73.784294,"(40.707928, -73.784294)",JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4407953,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-04-16 12:50:00,12,Friday,4,JAMAICA AVENUE,"['Traffic Control Disregarded', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BRONX,10466,40.891876,-73.8616,"(40.891876, -73.8616)",,,0,0,0,0,0,0,0,0,Outside Car Distraction,Driver Inattention/Distraction,,,,4408391,Sedan,Taxi,,,,2021-04-06 08:50:00,8,Tuesday,4,4110      CARPENTER AVENUE,"['Outside Car Distraction', 'Driver Inattention/Distraction']","['Sedan', 'Taxi']"
QUEENS,11692,40.58947,-73.80105,"(40.58947, -73.80105)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408204,Sedan,,,,,2021-04-15 00:00:00,0,Thursday,4,207       BEACH 73 STREET,['Unspecified'],['Sedan']
MANHATTAN,10016,40.74668,-73.9745,"(40.74668, -73.9745)",2 AVENUE,EAST 37 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,4407870,Sedan,Sedan,,,,2021-04-01 04:46:00,4,Thursday,4,2 AVENUE_EAST 37 STREET,['Turning Improperly'],"['Sedan', 'Sedan']"
BRONX,10458,40.85814,-73.895744,"(40.85814, -73.895744)",EAST 184 STREET,MARION AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4407524,Sedan,,,,,2021-04-14 22:17:00,22,Wednesday,4,EAST 184 STREET_MARION AVENUE,['Unspecified'],['Sedan']
BROOKLYN,11206,40.708626,-73.94513,"(40.708626, -73.94513)",MANHATTAN AVENUE,SCHOLES STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4408353,Lift Boom,Station Wagon/Sport Utility Vehicle,,,,2021-04-16 14:35:00,14,Friday,4,MANHATTAN AVENUE_SCHOLES STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Lift Boom', 'Station Wagon/Sport Utility Vehicle']"
,,,,,EAST 128 STREET,3 AVENUE BRIDGE,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4407243,Sedan,,,,,2021-04-14 02:09:00,2,Wednesday,4,EAST 128 STREET_3 AVENUE BRIDGE,['Alcohol Involvement'],['Sedan']
QUEENS,11373,40.73464,-73.87421,"(40.73464, -73.87421)",,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Following Too Closely,,,,4407445,Sedan,Motorcycle,,,,2021-04-14 15:25:00,15,Wednesday,4,89-21     QUEENS BOULEVARD,"['Reaction to Uninvolved Vehicle', 'Following Too Closely']","['Sedan', 'Motorcycle']"
BROOKLYN,11210,40.62855,-73.952835,"(40.62855, -73.952835)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4408056,Sedan,,,,,2021-04-16 10:00:00,10,Friday,4,2408      AVENUE I,['Unspecified'],['Sedan']
BROOKLYN,11203,40.65563,-73.92596,"(40.65563, -73.92596)",LENOX ROAD,EAST 55 STREET,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407327,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 13:40:00,13,Wednesday,4,LENOX ROAD_EAST 55 STREET,['Unspecified'],"['Sedan', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11434,40.687046,-73.792114,"(40.687046, -73.792114)",155 STREET,LINDEN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407784,Sedan,,,,,2021-04-16 10:10:00,10,Friday,4,155 STREET_LINDEN BOULEVARD,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
QUEENS,11385,40.70326,-73.86474,"(40.70326, -73.86474)",MYRTLE AVENUE,84 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4407928,Bike,,,,,2021-04-14 11:46:00,11,Wednesday,4,MYRTLE AVENUE_84 STREET,['Driver Inattention/Distraction'],['Bike']
,,0.0,0.0,"(0.0, 0.0)",BEDFORD AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4408107,Bus,,,,,2021-04-06 16:00:00,16,Tuesday,4,BEDFORD AVENUE,['Driver Inattention/Distraction'],['Bus']
,,,,,FRANCIS LEWIS BOULEVARD,UNDERHILL AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4456830,Sedan,Sedan,,,,2021-09-10 00:00:00,0,Friday,9,FRANCIS LEWIS BOULEVARD_UNDERHILL AVENUE,['Unspecified'],"['Sedan', 'Sedan']"
BROOKLYN,11210,40.633114,-73.94928,"(40.633114, -73.94928)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407454,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 13:00:00,13,Wednesday,4,120       KENILWORTH PLACE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
STATEN ISLAND,10304,40.62046,-74.07641,"(40.62046, -74.07641)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4407372,Station Wagon/Sport Utility Vehicle,,,,,2021-04-14 13:30:00,13,Wednesday,4,135       VANDERBILT AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10065,40.75964,-73.95817,"(40.75964, -73.95817)",FDR DRIVE,EAST 61 STREET,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4407444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 21:24:00,21,Wednesday,4,FDR DRIVE_EAST 61 STREET,"['Reaction to Uninvolved Vehicle', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11434,40.64254,-73.87652,"(40.64254, -73.87652)",BELT PARKWAY,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,Unspecified,4407756,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,2021-04-13 20:15:00,20,Tuesday,4,BELT PARKWAY,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Pick-up Truck', 'Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.783146,-73.97833,"(40.783146, -73.97833)",WEST 79 STREET,,1,0,1,0,0,0,0,0,Passing Too Closely,,,,,4407620,Sedan,,,,,2021-04-15 10:30:00,10,Thursday,4,WEST 79 STREET,['Passing Too Closely'],['Sedan']
QUEENS,11433,40.705452,-73.78149,"(40.705452, -73.78149)",LIBERTY AVENUE,178 STREET,6,0,0,0,0,0,6,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4407412,Taxi,Sedan,,,,2021-04-14 23:30:00,23,Wednesday,4,LIBERTY AVENUE_178 STREET,"['Reaction to Uninvolved Vehicle', 'Unspecified']","['Taxi', 'Sedan']"
,,40.74425,-73.7334,"(40.74425, -73.7334)",CROSS ISLAND PARKWAY,GRAND CENTRAL PARKWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4407633,Station Wagon/Sport Utility Vehicle,,,,,2021-04-15 19:00:00,19,Thursday,4,CROSS ISLAND PARKWAY_GRAND CENTRAL PARKWAY,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10017,40.75348,-73.980896,"(40.75348, -73.980896)",WEST 42 STREET,5 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4407119,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 04:35:00,4,Wednesday,4,WEST 42 STREET_5 AVENUE,"['Unsafe Lane Changing', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BRONX,10461,40.84307,-73.848076,"(40.84307, -73.848076)",SILVER STREET,EAST TREMONT AVENUE,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4407660,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-04-14 23:46:00,23,Wednesday,4,SILVER STREET_EAST TREMONT AVENUE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11204,40.620914,-73.9753,"(40.620914, -73.9753)",MC DONALD AVENUE,BAY PARKWAY,1,0,0,0,0,0,1,0,Illnes,,,,,4408154,Sedan,,,,,2021-04-15 12:30:00,12,Thursday,4,MC DONALD AVENUE_BAY PARKWAY,['Illnes'],['Sedan']
MANHATTAN,10027,40.80889,-73.95581,"(40.80889, -73.95581)",,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4407773,Sedan,Sedan,Sedan,,,2021-04-04 21:43:00,21,Sunday,4,71        MORNINGSIDE AVENUE,"['Unsafe Speed', 'Unspecified']","['Sedan', 'Sedan', 'Sedan']"
MANHATTAN,10024,40.78847,-73.968895,"(40.78847, -73.968895)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4407567,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-04-15 13:18:00,13,Thursday,4,51        WEST 90 STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
