borough,zip_code,latitude,longitude,location,on_street_name,cross_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,contributing_factor_vehicle_3,contributing_factor_vehicle_4,contributing_factor_vehicle_5,collision_id,vehicle_type_code_1,vehicle_type_code_2,vehicle_type_code_3,vehicle_type_code_4,vehicle_type_code_5,crash_datetime,hour,day_of_week,month,location_string,all_factors,vehicle_types
MANHATTAN,10002,40.71987,-73.98371,"(40.71987, -73.98371)",,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4486763,Sedan,Sedan,,,,2021-12-15 05:44:00,5,Wednesday,12,141       ATTORNEY STREET,"['Fell Asleep', 'Unspecified']","['Sedan', 'Sedan']"
MANHATTAN,10128,40.783054,-73.944885,"(40.783054, -73.944885)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4487906,Sedan,Bike,,,,2021-12-09 18:42:00,18,Thursday,12,1855      1 AVENUE,"['Driver Inattention/Distraction', 'Failure to Yield Right-of-Way']","['Sedan', 'Bike']"
BROOKLYN,11216,40.678722,-73.952995,"(40.678722, -73.952995)",ATLANTIC AVENUE,BEDFORD AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4487734,COM,Motorcycle,,,,2021-12-16 20:00:00,20,Thursday,12,ATLANTIC AVENUE_BEDFORD AVENUE,['Unspecified'],"['COM', 'Motorcycle']"
,,40.663906,-73.95098,"(40.663906, -73.95098)",NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4487294,Sedan,,,,,2021-12-17 03:26:00,3,Friday,12,NOSTRAND AVENUE,['Other Vehicular'],['Sedan']
MANHATTAN,10016,40.74639,-73.977646,"(40.74639, -73.977646)",EAST 35 STREET,3 AVENUE,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4486715,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-15 10:35:00,10,Wednesday,12,EAST 35 STREET_3 AVENUE,"['Passing Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.753304,-73.912575,"(40.753304, -73.912575)",NORTHERN BOULEVARD,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487163,Station Wagon/Sport Utility Vehicle,Bike,,,,2021-12-16 20:25:00,20,Thursday,12,NORTHERN BOULEVARD,"['Failure to Yield Right-of-Way', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Bike']"
BROOKLYN,11232,40.656643,-74.00527,"(40.656643, -74.00527)",3 AVENUE,34 STREET,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4487178,Sedan,Sedan,,,,2021-12-17 05:30:00,5,Friday,12,3 AVENUE_34 STREET,['Traffic Control Disregarded'],"['Sedan', 'Sedan']"
,,40.85005,-73.91606,"(40.85005, -73.91606)",UNIVERSITY AVENUE,MACOMBS ROAD,1,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487197,Bus,E-Bike,,,,2021-12-16 21:17:00,21,Thursday,12,UNIVERSITY AVENUE_MACOMBS ROAD,['Driver Inattention/Distraction'],"['Bus', 'E-Bike']"
STATEN ISLAND,10312,40.547924,-74.166954,"(40.547924, -74.166954)",,,1,1,0,0,0,0,1,1,Unsafe Speed,,,,,4487497,Sedan,,,,,2021-12-17 23:50:00,23,Friday,12,3687      RICHMOND AVENUE,['Unsafe Speed'],['Sedan']
QUEENS,11434,40.592815,-73.90808,"(40.592815, -73.90808)",BELT PARKWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Unspecified,,,4487313,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,2021-12-15 10:10:00,10,Wednesday,12,BELT PARKWAY,"['Driver Inattention/Distraction', 'Following Too Closely', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle', 'Sedan']"
BROOKLYN,11229,40.59449,-73.95728,"(40.59449, -73.95728)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4486749,Dump,,,,,2021-12-15 11:06:00,11,Wednesday,12,1309      GRAVESEND NECK ROAD,"['Driver Inattention/Distraction', 'Unspecified']",['Dump']
QUEENS,11361,40.75691,-73.76768,"(40.75691, -73.76768)",BELL BOULEVARD,47 AVENUE,5,0,0,0,0,0,5,0,Unspecified,Unspecified,,,,4486716,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-15 11:36:00,11,Wednesday,12,BELL BOULEVARD_47 AVENUE,['Unspecified'],"['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11226,40.64519,-73.948,"(40.64519, -73.948)",EAST 31 STREET,BEVERLEY ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4487636,Sedan,,,,,2021-12-13 12:19:00,12,Monday,12,EAST 31 STREET_BEVERLEY ROAD,['Unspecified'],['Sedan']
MANHATTAN,10016,40.74456,-73.971375,"(40.74456, -73.971375)",FDR DRIVE,EAST 36 STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487120,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-16 14:39:00,14,Thursday,12,FDR DRIVE_EAST 36 STREET,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10006,40.70793,-74.015564,"(40.70793, -74.015564)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487266,Sedan,,,,,2021-12-05 20:00:00,20,Sunday,12,47        WEST STREET,['Unspecified'],['Sedan']
,,40.856625,-73.8319,"(40.856625, -73.8319)",HUTCHINSON RIVER PARKWAY,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4486776,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-15 09:15:00,9,Wednesday,12,HUTCHINSON RIVER PARKWAY,"['Driver Inexperience', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10029,40.79715,-73.94902,"(40.79715, -73.94902)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487753,Station Wagon/Sport Utility Vehicle,,,,,2021-12-17 01:30:00,1,Friday,12,1295      5 AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
QUEENS,11434,40.59455,-73.997574,"(40.59455, -73.997574)",BELT PARKWAY,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,4486670,Sedan,,,,,2021-12-15 10:52:00,10,Wednesday,12,BELT PARKWAY,['Tire Failure/Inadequate'],['Sedan']
QUEENS,11373,40.743683,-73.886955,"(40.743683, -73.886955)",,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487514,Sedan,Sedan,,,,2021-12-17 14:30:00,14,Friday,12,78-02     WOODSIDE AVENUE,['Driver Inattention/Distraction'],"['Sedan', 'Sedan']"
BRONX,10461,40.852955,-73.84316,"(40.852955, -73.84316)",WILKINSON AVENUE,EASTCHESTER ROAD,1,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487004,E-Scooter,Sedan,,,,2021-12-16 09:08:00,9,Thursday,12,WILKINSON AVENUE_EASTCHESTER ROAD,"['Failure to Yield Right-of-Way', 'Unspecified']","['E-Scooter', 'Sedan']"
BROOKLYN,11224,40.574986,-73.99962,"(40.574986, -73.99962)",MERMAID AVENUE,WEST 33 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4487746,Pick-up Truck,,,,,2021-12-17 16:57:00,16,Friday,12,MERMAID AVENUE_WEST 33 STREET,['Driver Inattention/Distraction'],['Pick-up Truck']
BROOKLYN,11249,40.71081,-73.9684,"(40.71081, -73.9684)",,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487920,Station Wagon/Sport Utility Vehicle,,,,,2021-12-08 15:00:00,15,Wednesday,12,11        BROADWAY,"['Following Too Closely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10128,40.7805,-73.95196,"(40.7805, -73.95196)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487249,Sedan,,,,,2021-12-17 00:00:00,0,Friday,12,219       EAST 89 STREET,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
MANHATTAN,10001,40.749596,-73.9873,"(40.749596, -73.9873)",,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4487398,Taxi,Sedan,,,,2021-12-17 07:50:00,7,Friday,12,33        WEST 34 STREET,"['Turning Improperly', 'Unspecified']","['Taxi', 'Sedan']"
MANHATTAN,10036,40.75979,-73.98793,"(40.75979, -73.98793)",WEST 46 STREET,8 AVENUE,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4486878,Pick-up Truck,,,,,2021-12-15 16:44:00,16,Wednesday,12,WEST 46 STREET_8 AVENUE,['Failure to Yield Right-of-Way'],['Pick-up Truck']
BROOKLYN,11204,40.61384,-73.981445,"(40.61384, -73.981445)",BAY PARKWAY,65 STREET,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4487540,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-06 09:10:00,9,Monday,12,BAY PARKWAY_65 STREET,"['Driver Inexperience', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11234,40.61281,-73.92229,"(40.61281, -73.92229)",EAST 54 STREET,AVENUE T,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4487582,Sedan,,,,,2021-12-09 22:30:00,22,Thursday,12,EAST 54 STREET_AVENUE T,"['Following Too Closely', 'Unspecified']",['Sedan']
QUEENS,11379,40.712296,-73.88953,"(40.712296, -73.88953)",,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4487726,Taxi,Sedan,,,,2021-12-17 08:58:00,8,Friday,12,67-36     METROPOLITAN AVENUE,['Unspecified'],"['Taxi', 'Sedan']"
BRONX,10466,40.883457,-73.84532,"(40.883457, -73.84532)",,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4487809,Sedan,,,,,2021-12-09 10:00:00,10,Thursday,12,1870      SCHIEFELIN AVENUE,['Other Vehicular'],['Sedan']
,,40.84506,-73.916855,"(40.84506, -73.916855)",CROSS BRONX EXPY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Driver Inattention/Distraction,,,,4487964,Bus,PK,,,,2021-12-16 07:00:00,7,Thursday,12,CROSS BRONX EXPY,"['Passing or Lane Usage Improper', 'Driver Inattention/Distraction']","['Bus', 'PK']"
QUEENS,11368,40.74508,-73.86438,"(40.74508, -73.86438)",NATIONAL STREET,CORONA AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,,,,,4486899,Station Wagon/Sport Utility Vehicle,,,,,2021-12-15 13:50:00,13,Wednesday,12,NATIONAL STREET_CORONA AVENUE,['Turning Improperly'],['Station Wagon/Sport Utility Vehicle']
BRONX,10466,40.88955,-73.84524,"(40.88955, -73.84524)",STRANG AVENUE,ELY AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4487221,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-16 22:30:00,22,Thursday,12,STRANG AVENUE_ELY AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
,,40.85533,-73.93332,"(40.85533, -73.93332)",BROADWAY,,0,0,0,0,0,0,0,0,Other Lighting Defects,Unspecified,,,,4487234,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-16 00:04:00,0,Thursday,12,BROADWAY,"['Other Lighting Defects', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11415,40.70703,-73.831665,"(40.70703, -73.831665)",LEFFERTS BOULEVARD,ABINGDON ROAD,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4487030,Box Truck,E-Bike,,,,2021-12-15 18:53:00,18,Wednesday,12,LEFFERTS BOULEVARD_ABINGDON ROAD,"['Failure to Yield Right-of-Way', 'Unspecified']","['Box Truck', 'E-Bike']"
BRONX,10456,40.829456,-73.91121,"(40.829456, -73.91121)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4487460,Station Wagon/Sport Utility Vehicle,,,,,2021-12-15 16:10:00,16,Wednesday,12,1104      WEBSTER AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
,,40.678722,-73.952995,"(40.678722, -73.952995)",BEDFORD AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4487343,Chassis Cab,,,,,2021-12-15 09:45:00,9,Wednesday,12,BEDFORD AVENUE,['View Obstructed/Limited'],['Chassis Cab']
,,40.843903,-73.927284,"(40.843903, -73.927284)",MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4488002,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-17 18:10:00,18,Friday,12,MAJOR DEEGAN EXPRESSWAY,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11229,40.615704,-73.944756,"(40.615704, -73.944756)",,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,4487485,Bus,Bus,,,,2021-12-17 15:28:00,15,Friday,12,2801      NOSTRAND AVENUE,"['Failure to Yield Right-of-Way', 'Passing or Lane Usage Improper']","['Bus', 'Bus']"
QUEENS,11377,40.73699,-73.89896,"(40.73699, -73.89896)",66 STREET,50 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487616,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-12-14 09:10:00,9,Tuesday,12,66 STREET_50 AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
,,40.817596,-73.95319,"(40.817596, -73.95319)",AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,Unspecified,,,4487012,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,2021-12-15 02:25:00,2,Wednesday,12,AMSTERDAM AVENUE,"['Tire Failure/Inadequate', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BRONX,10473,40.821804,-73.87664,"(40.821804, -73.87664)",BOYNTON AVENUE,STORY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4486704,Sedan,,,,,2021-12-15 02:26:00,2,Wednesday,12,BOYNTON AVENUE_STORY AVENUE,['Unspecified'],['Sedan']
,,,,,LINDEN BOULEVARD,VANWYCK EXPRESSWAY,0,0,0,0,0,0,0,0,Unspecified,,,,,4457394,Sedan,,,,,2021-09-07 22:30:00,22,Tuesday,9,LINDEN BOULEVARD_VANWYCK EXPRESSWAY,['Unspecified'],['Sedan']
BROOKLYN,11226,40.652927,-73.959335,"(40.652927, -73.959335)",CATON AVENUE,FLATBUSH AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4486770,Station Wagon/Sport Utility Vehicle,,,,,2021-12-15 05:45:00,5,Wednesday,12,CATON AVENUE_FLATBUSH AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
MANHATTAN,10282,40.71694,-74.016304,"(40.71694, -74.016304)",,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4486847,Sedan,Sedan,,,,2021-12-15 20:03:00,20,Wednesday,12,20        RIVER TERRACE,"['Backing Unsafely', 'Unspecified']","['Sedan', 'Sedan']"
BROOKLYN,11229,40.60247,-73.94425,"(40.60247, -73.94425)",AVENUE T,EAST 28 STREET,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,4487153,Taxi,,,,,2021-12-16 11:00:00,11,Thursday,12,AVENUE T_EAST 28 STREET,"['Traffic Control Disregarded', 'Unspecified']",['Taxi']
BROOKLYN,11233,40.67431,-73.91739,"(40.67431, -73.91739)",,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,4487857,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,,2021-12-16 05:30:00,5,Thursday,12,1932      BERGEN STREET,"['Unsafe Speed', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan', 'Sedan']"
BROOKLYN,11213,40.664013,-73.931564,"(40.664013, -73.931564)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487293,Station Wagon/Sport Utility Vehicle,Bus,,,,2021-12-16 09:08:00,9,Thursday,12,423       UTICA AVENUE,"['Driver Inattention/Distraction', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Bus']"
BRONX,10463,40.876476,-73.904495,"(40.876476, -73.904495)",MAJOR DEEGAN EXPRESSWAY,WEST 230 STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4487202,Station Wagon/Sport Utility Vehicle,Sedan,,,,2021-12-16 17:22:00,17,Thursday,12,MAJOR DEEGAN EXPRESSWAY_WEST 230 STREET,"['Turning Improperly', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Sedan']"
BROOKLYN,11212,40.660828,-73.9227,"(40.660828, -73.9227)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4486954,Sedan,,,,,2021-12-16 08:15:00,8,Thursday,12,220       EAST 95 STREET,['Unspecified'],['Sedan']
,,,,,BRONX RIVER PARKWAY,EAST FORDHAM ROAD,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487083,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,2021-12-16 17:34:00,17,Thursday,12,BRONX RIVER PARKWAY_EAST FORDHAM ROAD,"['Following Too Closely', 'Unspecified']","['Station Wagon/Sport Utility Vehicle', 'Station Wagon/Sport Utility Vehicle']"
BRONX,10465,40.81637,-73.83897,"(40.81637, -73.83897)",BRUSH AVENUE,SCHLEY AVENUE,1,0,0,0,0,0,1,0,Other Vehicular,,,,,4487164,Sedan,,,,,2021-12-16 23:40:00,23,Thursday,12,BRUSH AVENUE_SCHLEY AVENUE,['Other Vehicular'],['Sedan']
QUEENS,11372,40.75595,-73.88165,"(40.75595, -73.88165)",86 STREET,NORTHERN BOULEVARD,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487326,Station Wagon/Sport Utility Vehicle,,,,,2021-12-17 22:30:00,22,Friday,12,86 STREET_NORTHERN BOULEVARD,"['Driver Inattention/Distraction', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
,,,,,KISSENA BOULEVARD,HORACE HARDING EXPRESSWAY,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4486788,Station Wagon/Sport Utility Vehicle,,,,,2021-12-15 17:10:00,17,Wednesday,12,KISSENA BOULEVARD_HORACE HARDING EXPRESSWAY,"['Following Too Closely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11207,40.65993,-73.891655,"(40.65993, -73.891655)",PENNSYLVANIA AVENUE,HEGEMAN AVENUE,1,0,0,0,0,0,1,0,Unspecified,,,,,4487193,Station Wagon/Sport Utility Vehicle,,,,,2021-12-16 20:15:00,20,Thursday,12,PENNSYLVANIA AVENUE_HEGEMAN AVENUE,['Unspecified'],['Station Wagon/Sport Utility Vehicle']
QUEENS,11436,40.6767,-73.795,"(40.6767, -73.795)",120 AVENUE,145 STREET,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4486831,Sedan,Sedan,,,,2021-12-15 21:00:00,21,Wednesday,12,120 AVENUE_145 STREET,"['Failure to Yield Right-of-Way', 'Unspecified']","['Sedan', 'Sedan']"
,,40.74233,-73.83764,"(40.74233, -73.83764)",VAN WYCK EXPWY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4487125,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,,2021-12-16 17:50:00,17,Thursday,12,VAN WYCK EXPWY,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Sedan', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10005,40.704937,-74.00707,"(40.704937, -74.00707)",,,0,0,0,0,0,0,0,0,Unspecified,,,,,4486733,Sedan,,,,,2021-12-15 12:00:00,12,Wednesday,12,101       WALL STREET,['Unspecified'],['Sedan']
BROOKLYN,11234,40.639053,-73.9213,"(40.639053, -73.9213)",FOSTER AVENUE,EAST 58 STREET,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4487060,Sedan,,,,,2021-12-15 17:30:00,17,Wednesday,12,FOSTER AVENUE_EAST 58 STREET,['Driver Inattention/Distraction'],['Sedan']
QUEENS,11427,40.733734,-73.74068,"(40.733734, -73.74068)",,,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,4487359,PK,Station Wagon/Sport Utility Vehicle,,,,2021-12-17 12:15:00,12,Friday,12,224-36    MANOR ROAD,"['Driverless/Runaway Vehicle', 'Unspecified']","['PK', 'Station Wagon/Sport Utility Vehicle']"
MANHATTAN,10024,40.78722,-73.96793,"(40.78722, -73.96793)",WEST 89 STREET,CENTRAL PARK WEST,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4487384,Sedan,,,,,2021-12-17 19:06:00,19,Friday,12,WEST 89 STREET_CENTRAL PARK WEST,['Failure to Yield Right-of-Way'],['Sedan']
QUEENS,11368,40.7553,-73.87009,"(40.7553, -73.87009)",98 STREET,34 AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4486970,Sedan,Pick-up Truck,,,,2021-12-15 14:20:00,14,Wednesday,12,98 STREET_34 AVENUE,['Driver Inattention/Distraction'],"['Sedan', 'Pick-up Truck']"
BRONX,10467,40.87615,-73.8681,"(40.87615, -73.8681)",,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487818,Sedan,,,,,2021-12-14 23:13:00,23,Tuesday,12,3428      OLINVILLE AVENUE,"['Driver Inattention/Distraction', 'Unspecified']",['Sedan']
BROOKLYN,11230,40.619396,-73.969574,"(40.619396, -73.969574)",OCEAN PARKWAY,AVENUE L,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4487935,Station Wagon/Sport Utility Vehicle,Bike,,,,2021-12-14 20:00:00,20,Tuesday,12,OCEAN PARKWAY_AVENUE L,['Driver Inattention/Distraction'],"['Station Wagon/Sport Utility Vehicle', 'Bike']"
,,,,,CATON AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4486995,Sedan,Tractor Truck Diesel,,,,2021-12-15 21:25:00,21,Wednesday,12,CATON AVENUE,['Unspecified'],"['Sedan', 'Tractor Truck Diesel']"
BROOKLYN,11226,40.648403,-73.96288,"(40.648403, -73.96288)",EAST 18 STREET,TENNIS COURT,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4487545,Station Wagon/Sport Utility Vehicle,,,,,2021-12-16 17:00:00,17,Thursday,12,EAST 18 STREET_TENNIS COURT,['Backing Unsafely'],['Station Wagon/Sport Utility Vehicle']
BROOKLYN,11207,40.68917,-73.9095,"(40.68917, -73.9095)",CENTRAL AVENUE,COVERT STREET,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4487321,Sedan,Van Camper,,,,2021-11-19 23:34:00,23,Friday,11,CENTRAL AVENUE_COVERT STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Sedan', 'Van Camper']"
,,40.675735,-73.89686,"(40.675735, -73.89686)",PENNSYLVANIA AVENUE,,2,0,0,0,0,0,2,0,Unsafe Speed,Unspecified,,,,4487198,Taxi,Station Wagon/Sport Utility Vehicle,,,,2021-12-15 22:35:00,22,Wednesday,12,PENNSYLVANIA AVENUE,"['Unsafe Speed', 'Unspecified']","['Taxi', 'Station Wagon/Sport Utility Vehicle']"
QUEENS,11426,40.729553,-73.72607,"(40.729553, -73.72607)",,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487253,Sedan,,,,,2021-12-14 22:05:00,22,Tuesday,12,88-01     241 STREET,"['Following Too Closely', 'Unspecified']",['Sedan']
BROOKLYN,11225,40.66309,-73.962395,"(40.66309, -73.962395)",FLATBUSH AVENUE,EMPIRE BOULEVARD,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4487589,Sedan,Ambulance,,,,2021-12-15 17:00:00,17,Wednesday,12,FLATBUSH AVENUE_EMPIRE BOULEVARD,"['Unsafe Lane Changing', 'Unspecified']","['Sedan', 'Ambulance']"
,,40.795326,-73.9713,"(40.795326, -73.9713)",WEST 97 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4487053,Sedan,Station Wagon/Sport Utility Vehicle,,,,2021-12-16 08:25:00,8,Thursday,12,WEST 97 STREET,"['Following Too Closely', 'Unspecified']","['Sedan', 'Station Wagon/Sport Utility Vehicle']"
BROOKLYN,11236,40.65329,-73.91919,"(40.65329, -73.91919)",EAST 91 STREET,CHURCH AVENUE,2,0,0,0,0,0,2,0,Unspecified,,,,,4487626,Sedan,Bus,,,,2021-12-16 17:39:00,17,Thursday,12,EAST 91 STREET_CHURCH AVENUE,['Unspecified'],"['Sedan', 'Bus']"
BROOKLYN,11205,40.699177,-73.955376,"(40.699177, -73.955376)",,,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4487116,Sedan,,,,,2021-12-16 22:43:00,22,Thursday,12,495       FLUSHING AVENUE,['Pedestrian/Bicyclist/Other Pedestrian Error/Confusion'],['Sedan']
,,,,,WEST SHORE EXPRESSWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4487375,Station Wagon/Sport Utility Vehicle,,,,,2021-12-16 23:30:00,23,Thursday,12,WEST SHORE EXPRESSWAY,"['Following Too Closely', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
,,40.734978,-73.8614,"(40.734978, -73.8614)",LONG ISLAND EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4486867,Station Wagon/Sport Utility Vehicle,,,,,2021-12-15 08:00:00,8,Wednesday,12,LONG ISLAND EXPRESSWAY,"['Driver Inattention/Distraction', 'Unspecified']",['Station Wagon/Sport Utility Vehicle']
,,40.690163,-73.98711,"(40.690163, -73.98711)",LIVINGSTON STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4487100,Bus,Station Wagon/Sport Utility Vehicle,,,,2021-12-16 15:25:00,15,Thursday,12,LIVINGSTON STREET,"['Driver Inattention/Distraction', 'Unspecified']","['Bus', 'Station Wagon/Sport Utility Vehicle']"
